time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-27T06:27:02.999Z,26.4403,93.0258,43.81,4.6,mb,,63,1.365,0.71,us,us70003cvu,2019-07-13T18:42:42.040Z,"31 km SE of Tezpur, India",earthquake,6.8,4.8,0.076,52,reviewed,us,us
2019-04-15T01:39:45.818Z,22.7481,93.4162,56.21,4.6,mb,,67,0.199,0.68,us,us7000364c,2019-06-20T19:03:39.040Z,"23 km WNW of Hakha, Myanmar",earthquake,6.9,6.6,0.053,109,reviewed,us,us
2019-03-26T13:52:12.900Z,20.6982,93.4157,35,4.7,mb,,223,1.941,0.32,us,us2000k9nt,2019-06-08T20:51:33.040Z,"81 km NE of Sittwe, Myanmar",earthquake,8.9,2,0.389,4,reviewed,us,us
2019-03-25T12:41:25.406Z,24.3186,93.5079,56.65,4.6,mb,,76,0.728,0.82,us,us1000jl91,2019-06-06T18:54:27.040Z,"16 km W of Chur?ch?ndpur, India",earthquake,6.4,5.3,0.085,41,reviewed,us,us
2019-03-21T14:30:52.863Z,25.6452,90.9083,10,4.4,mb,,160,0.859,0.75,us,us1000jjsb,2019-06-06T18:54:10.040Z,"38 km WNW of Nongstoin, India",earthquake,7,1.9,0.098,30,reviewed,us,us
2019-02-26T04:49:57.910Z,24.0741,90.2941,10,3.7,mb,,230,2.054,0.2,us,us2000jp8l,2022-08-08T12:34:50.821Z,"20 km E of Mirz?pur, Bangladesh",earthquake,7.9,2,0.355,2,reviewed,us,us
2019-02-17T02:58:32.530Z,22.4139,92.8472,10,4.8,mb,,39,0.731,1.16,us,us2000jj1j,2022-08-08T12:20:27.762Z,"16 km WSW of Saiha, India",earthquake,5.8,1.5,0.062,82,reviewed,us,us
2018-12-31T13:33:11.680Z,21.8261,93.5644,57.57,4.2,mb,,162,0.812,0.35,us,us2000izfp,2022-08-08T11:08:37.945Z,"90 km S of Hakha, Myanmar",earthquake,8.1,8.7,0.186,8,reviewed,us,us
2018-11-20T17:49:19.920Z,20.2418,93.6524,44.84,4.5,mb,,118,2.389,0.96,us,us1000huhk,2019-02-02T20:02:27.040Z,"79 km E of Sittwe, Myanmar",earthquake,6.1,6.1,0.099,30,reviewed,us,us
2018-11-10T17:15:46.730Z,23.9724,93.3925,52.39,5.2,mww,,60,0.868,0.7,us,us1000hqbh,2022-05-03T19:38:44.891Z,"47 km E of Darlawn, India",earthquake,2.5,5.2,0.078,16,reviewed,us,us
2018-09-25T03:47:30.020Z,26.0547,90.8859,10,4.4,mb,,89,1,0.74,us,us2000hjlb,2022-08-08T08:35:27.325Z,"29 km ESE of Go?lp?ra, India",earthquake,4.8,1.9,0.117,21,reviewed,us,us
2018-09-12T04:50:46.570Z,26.3711,90.1611,10,5.3,mww,,18,1.723,0.64,us,us2000hd8v,2022-05-03T19:29:55.826Z,"5 km NE of Sapatgr?m, India",earthquake,6.3,1.7,0.078,16,reviewed,us,us
2018-08-28T13:03:27.670Z,22.6926,87.7938,10,4.5,mb,,93,4.685,0.6,us,us1000gj5k,2020-07-10T15:55:29.511Z,"6 km ENE of Gh?t?l, India",earthquake,9.1,1.9,0.139,15,reviewed,us,us
2018-08-17T19:04:19.520Z,25.6357,90.9299,10,3.8,mb,,182,0.839,0.95,us,us1000gdj7,2018-10-27T16:22:07.040Z,"36 km WNW of Nongstoin, India",earthquake,6.2,1.9,0.208,8,reviewed,us,us
2018-08-11T10:04:15.100Z,26.7933,90.9506,10,3.8,mb,,139,1.467,1.13,us,us1000g7hg,2022-08-08T07:09:03.532Z,"8 km SSW of Panbang, Bhutan",earthquake,7.8,2,0.228,5,reviewed,us,us
2018-06-20T04:08:59.880Z,26.9633,87.505,38.3,4.4,mb,,137,4.2,0.72,us,us1000f21r,2018-09-19T15:15:59.040Z,"17 km E of Dhankut?, Nepal",earthquake,10,6.3,0.058,86,reviewed,us,us
2018-06-11T04:53:50.390Z,26.3263,92.6686,47.34,4.9,mb,,36,1.052,0.8,us,us1000en44,2022-05-03T19:16:40.235Z,"18 km NE of Rah?, India",earthquake,7.1,6.6,0.049,131,reviewed,us,us
2018-05-25T20:25:46.260Z,26.3926,93.5059,49.17,4,mb,,61,1.697,1.07,us,us1000eek9,2018-08-21T21:23:55.040Z,"29 km SSW of Bok?kh?t, India",earthquake,7.7,8.5,0.122,19,reviewed,us,us
2018-03-30T22:33:27.350Z,22.1644,92.8036,32.09,4.1,mb,,158,0.876,0.61,us,us2000dvjw,2018-06-22T21:32:17.040Z,"40 km SSW of Saiha, India",earthquake,5.6,5.2,0.127,17,reviewed,us,us
2018-03-21T22:58:23.210Z,26.3137,89.9018,10,4,mb,,163,3.204,0.9,us,us1000d7b4,2022-08-08T02:24:04.273Z,"15 km SSW of Goshaingaon, India",earthquake,7.7,1.6,0.116,20,reviewed,us,us
2018-03-15T02:26:05.630Z,24.4242,93.5687,55.55,4.5,mb,,122,0.695,0.7,us,us1000d4k8,2018-06-11T21:53:45.040Z,"14 km NW of Chur?ch?ndpur, India",earthquake,6.1,8,0.102,28,reviewed,us,us
2018-02-20T08:12:13.350Z,22.5842,93.3372,37.69,4.3,mb,,168,0.249,0.86,us,us2000d58l,2018-05-22T02:00:19.040Z,"28 km WSW of Hakha, Myanmar",earthquake,5.3,7,0.129,17,reviewed,us,us
2018-01-30T14:15:16.300Z,24.5706,89.5825,16.25,4.4,mb,,160,2.287,1.11,us,us2000czng,2018-04-25T01:39:37.040Z,"17 km NW of Sirajganj, Bangladesh",earthquake,8.2,5.4,0.189,8,reviewed,us,us
2018-01-20T01:14:27.260Z,26.1323,89.8746,11.47,4.5,mb,,67,1.872,0.79,us,us2000clmv,2018-04-10T01:11:48.040Z,"6 km ENE of Golakganj, India",earthquake,6.8,4.6,0.075,53,reviewed,us,us
2017-12-11T03:35:13.720Z,25.725,90.8605,10,4.6,mb,,80,0.912,0.94,us,us2000c2rj,2022-08-07T22:07:12.107Z,"46 km WNW of Nongstoin, India",earthquake,5.7,1.9,0.078,49,reviewed,us,us
2017-11-08T04:50:51.960Z,24.0923,91.2855,29.51,4.9,mb,,69,1.446,0.76,us,us2000bk8n,2022-08-07T20:57:44.126Z,"28 km N of Agartala, India",earthquake,4,4.4,0.057,96,reviewed,us,us
2017-09-07T14:32:03.630Z,25.275,90.2279,36.67,4.1,mb,,172,1.5,1.33,us,us2000ahj3,2022-08-07T16:42:47.259Z,"26 km S of Tura, India",earthquake,10.6,8.8,0.175,9,reviewed,us,us
2017-08-08T00:35:38.010Z,24.3109,93.5456,62.84,4.2,mb,,74,0.693,0.43,us,us2000a7bq,2017-10-25T00:38:02.040Z,"12 km WSW of Chur?ch?ndpur, India",earthquake,3.5,8.8,0.128,17,reviewed,us,us
2017-08-02T18:18:08.620Z,24.3214,93.6199,53.23,5.1,mww,,41,0.627,0.92,us,us2000a3r9,2022-08-07T13:38:17.575Z,"5 km WSW of Chur?ch?ndpur, India",earthquake,6.2,5,0.103,9,reviewed,us,us
2017-07-25T09:09:01.960Z,23.3761,90.7422,10,4.4,mb,,149,1.082,0.73,us,us2000a27x,2017-10-14T00:19:39.040Z,"17 km NW of H?j?ganj, Bangladesh",earthquake,5.4,1.9,0.161,11,reviewed,us,us
2017-07-21T00:23:42.350Z,24.1789,92.2002,38.77,4.4,mb,,164,1.416,1.01,us,us2000a1bp,2022-08-07T13:26:17.269Z,"21 km S of Dharmanagar, India",earthquake,6.1,11.3,0.203,7,reviewed,us,us
2017-07-17T13:23:00.400Z,20.9992,93.5667,46.16,4.6,mb,,91,1.635,0.66,us,us20009z0x,2017-10-11T01:03:51.040Z,"117 km NE of Sittwe, Myanmar",earthquake,8.6,6.3,0.107,26,reviewed,us,us
2017-04-25T16:14:55.930Z,25.6263,90.8833,31.19,4.3,mb,,154,0.88,0.71,us,us10008na7,2017-07-21T02:32:06.040Z,"40 km WNW of Nongstoin, India",earthquake,8.2,5.8,0.111,23,reviewed,us,us
2017-04-18T14:01:34.540Z,25.0632,91.6394,34.06,4.5,mb,,129,0.538,1.29,us,us10008n34,2017-07-11T01:48:36.040Z,"4 km NW of Chh?tak, Bangladesh",earthquake,5.5,6.9,0.163,11,reviewed,us,us
2017-03-21T15:40:45.410Z,25.3798,92.5623,34.67,4.4,mb,,98,0.665,1.36,us,us20008vc0,2017-06-12T19:46:52.040Z,"51 km WNW of H?flong, India",earthquake,3.5,5.8,0.19,8,reviewed,us,us
2017-03-07T10:28:56.500Z,26.9162,89.1143,10,4,mb,,138,2.805,1.03,us,us100087jx,2017-05-31T01:58:56.040Z,"2 km NE of Samtse, Bhutan",earthquake,6.2,1.9,0.133,15,reviewed,us,us
2017-02-24T12:02:50.650Z,24.0437,93.4825,59.8,5,mb,,43,0.769,0.81,us,us20008m0e,2022-05-03T18:11:40.054Z,"37 km SSW of Chur?ch?ndpur, India",earthquake,5.1,5,0.048,137,reviewed,us,us
2017-02-12T04:05:33.570Z,25.548,91.1035,36.94,4.4,mb,,66,0.68,0.66,us,us20008j9t,2017-05-13T01:03:17.040Z,"16 km WNW of Nongstoin, India",earthquake,4.6,8,0.102,28,reviewed,us,us
2017-01-24T12:25:38.780Z,25.6419,91.8799,35,4.3,mb,,115,0.077,1.08,us,us20008ih1,2017-04-19T18:30:58.040Z,"8 km N of Shillong, India",earthquake,14.2,2,0.177,9,reviewed,us,us
2017-01-03T09:09:02.080Z,24.0151,92.0177,32,5.7,mww,,20,1.375,0.86,us,us10007pfk,2022-05-03T18:56:46.324Z,"18 km ENE of ?mb?sa, India",earthquake,6.7,1.8,0.071,19,reviewed,us,us
2016-11-15T02:10:21.120Z,24.6475,92.3284,32.42,4.6,mb,,72,1.01,0.76,us,us1000781i,2017-02-09T03:02:28.040Z,"23 km W of Hail?k?ndi, India",earthquake,6.4,4.9,0.083,44,reviewed,us,us
2016-10-29T17:47:11.680Z,21.7014,93.4678,61.66,4.4,mb,,140,0.944,1.2,us,us100073s9,2017-01-24T02:02:09.040Z,"100 km SSE of Saiha, India",earthquake,7.7,10.5,0.239,6,reviewed,us,us
2016-10-26T06:29:09.950Z,23.1261,92.8708,50.3,4.7,mb,,68,0.826,0.61,us,us20007gsu,2017-01-20T00:31:07.040Z,"18 km S of Serchh?p, India",earthquake,5.6,8,0.097,32,reviewed,us,us
2016-10-23T15:56:41.960Z,26.0659,90.2619,24.31,4.6,mb,,127,1.52,0.7,us,us20007g8h,2017-01-20T00:31:03.040Z,"5 km NW of Lakhipur, India",earthquake,9.6,6.3,0.088,38,reviewed,us,us
2016-10-19T07:20:49.170Z,24.7872,91.2146,29.79,4.4,mb,,139,0.969,0.83,us,us20007fac,2022-08-07T11:20:20.132Z,"33 km NNW of Baniachang, Bangladesh",earthquake,6.3,5.4,0.123,19,reviewed,us,us
2016-10-06T14:47:57.210Z,26.443,92.773,56.85,4.3,mb,,129,2.601,0.41,us,us20007dug,2017-01-03T21:10:47.040Z,"21 km S of Tezpur, India",earthquake,12,10.5,0.137,15,reviewed,us,us
2016-06-27T00:27:43.780Z,22.7084,92.0667,10,4.7,mb,,39,1.417,0.84,us,us2000672m,2023-02-14T18:22:55.273Z,"24 km NE of Raoj?n, Bangladesh",earthquake,3.3,1.9,0.057,95,reviewed,us,us
2016-05-16T18:03:47.500Z,25.9006,90.2255,35.12,4.3,mb,,165,3.871,0.56,us,us10005jku,2016-07-22T19:39:09.040Z,"16 km SSW of Lakhipur, India",earthquake,13,9.3,0.188,8,reviewed,us,us
2016-05-07T09:43:39.640Z,25.4013,91.7893,37.62,4.1,mb,,99,2.715,0.5,us,us10005h6s,2022-08-03T00:38:41.339Z,"14 km NE of Cherrapunji, India",earthquake,7.3,7.6,0.123,18,reviewed,us,us
2016-04-05T07:42:24.390Z,25.7595,90.5452,10,5,mb,,37,1.198,0.81,us,us20005fj8,2022-08-07T10:46:12.440Z,"38 km SE of Lakhipur, India",earthquake,5.1,1.7,0.048,140,reviewed,us,us
2016-03-28T18:40:06.780Z,25.9519,90.6891,10,4,mb,,158,1.12,0.35,us,us20005dxs,2016-06-10T23:32:55.040Z,"25 km SSE of Go?lp?ra, India",earthquake,7.7,2,0.212,6,reviewed,us,us
2016-03-13T10:30:11.160Z,26.245,92.2565,53.71,4.5,mb,,41,0.765,0.74,us,us10004x9h,2022-08-07T10:16:02.019Z,"9 km W of Morigaon, India",earthquake,7.9,1.2,0.079,47,reviewed,us,us
2016-03-12T16:15:12.250Z,26.7746,89.092,14.88,3.9,mb,,177,2.759,1.46,us,us10004x93,2022-08-02T14:21:55.096Z,"9 km NW of Birpara, India",earthquake,11.4,7.2,0.17,9,reviewed,us,us
2016-02-16T23:06:59.690Z,26.196,93.4977,39.72,4.7,mb,,63,1.606,0.71,us,us200050p4,2022-08-02T10:17:44.838Z,"34 km NW of Bokaj?n, India",earthquake,10.5,6.2,0.061,81,reviewed,us,us
2016-02-13T21:37:54.080Z,27.0268,89.1875,50.32,3.7,mb,,178,2.802,0.96,us,us200050r7,2022-08-02T10:19:33.909Z,"16 km NNE of Samtse, Bhutan",earthquake,13.2,9.4,0.139,13,reviewed,us,us
2016-01-06T10:25:13.360Z,24.8896,93.4003,58.15,4.3,mb,,77,1.552,0.75,us,us10004c4z,2016-03-28T22:09:40.040Z,"40 km ENE of Lakhipur, India",earthquake,7.7,8.4,0.105,28,reviewed,us,us
2016-01-03T23:05:22.270Z,24.8036,93.6505,55,6.7,mww,,16,1.794,1.01,us,us10004b2n,2023-08-14T15:00:53.325Z,"29 km W of Imph?l, India",earthquake,4.5,1.8,,,reviewed,us,us
2015-12-23T09:22:06.370Z,26.2583,93.0894,48.5,4.3,mb,,68,1.307,1.06,us,us10004b7b,2016-03-12T02:29:23.040Z,"36 km NE of Hoj?i, India",earthquake,6.7,6,0.105,26,reviewed,us,us
2015-12-21T23:52:28.680Z,24.4134,90.5812,14.16,4,mb,,178,1.63,0.45,us,us100048nw,2024-01-04T05:11:57.502Z,"3 km SE of Gafargaon, Bangladesh",earthquake,11.1,6.5,0.15,12,reviewed,us,us
2015-11-25T16:15:10.640Z,26.4076,92.9745,54.52,4.7,mb,,60,3.666,0.77,us,us1000419g,2022-08-01T20:22:27.918Z,"30 km SE of Tezpur, India",earthquake,8.1,4.1,0.065,72,reviewed,us,us
2015-10-29T22:15:56.450Z,24.6819,92.4488,36.31,4.8,mb,,48,1.032,0.69,us,us200040l5,2022-08-01T14:38:07.351Z,"11 km W of Hail?k?ndi, India",earthquake,5.4,7.2,0.064,75,reviewed,us,us
2015-10-28T23:54:49.660Z,24.1002,92.8262,38.49,4.3,mb,,146,1.705,0.68,us,us200040cl,2016-01-22T23:41:22.040Z,"13 km NW of Darlawn, India",earthquake,4.8,9.9,0.119,20,reviewed,us,us
2015-10-02T11:29:24.030Z,22.5271,93.4444,42.65,4.6,mb,,47,3.356,0.84,us,us10003jra,2016-01-04T22:28:45.040Z,"21 km SW of Hakha, Myanmar",earthquake,7.9,3.6,0.085,41,reviewed,us,us
2015-09-25T16:57:41.390Z,26.5308,91.6928,48.82,4.4,mb,,118,0.971,1.07,us,us20003p4y,2022-08-01T07:55:42.227Z,"11 km NE of Rangia, India",earthquake,8,7,0.103,27,reviewed,us,us
2015-09-11T23:56:59.380Z,26.0549,89.5568,18.5,4,mb,,191,2.128,0.88,us,us20003n08,2022-08-01T09:33:22.535Z,"13 km SE of D?nh?ta, India",earthquake,7,6.1,0.134,15,reviewed,us,us
2015-09-05T05:39:03.450Z,26.1923,92.8261,47.23,4.2,mb,,70,1.073,0.83,us,us20003kq2,2015-12-05T01:40:27.040Z,"21 km N of Hoj?i, India",earthquake,5.8,10.7,0.153,12,reviewed,us,us
2015-08-28T19:21:58.020Z,25.432,89.5164,13.7,4.2,mb,,170,2.118,0.72,us,us100035vn,2015-12-01T00:36:01.040Z,"20 km SW of Chilm?ri, Bangladesh",earthquake,5,5.8,0.121,19,reviewed,us,us
2015-08-20T19:21:14.810Z,26.0142,90.2598,42.95,3.9,mb,,130,1.506,0.72,us,us100033t5,2022-08-01T01:00:44.555Z,"4 km WSW of Lakhipur, India",earthquake,10.3,18.7,0.148,12,reviewed,us,us
2015-07-10T12:53:23.250Z,26.6628,90.5991,19.67,4.3,mb,,162,1.571,0.87,us,us20002wjm,2015-10-09T20:19:11.040Z,"20 km N of Bongaigaon, India",earthquake,7.7,2,0.109,24,reviewed,us,us
2015-06-30T13:15:57.200Z,26.0436,90.7596,42.34,4,mb,,141,1.096,1.17,us,us20002xmg,2015-09-02T22:37:25.040Z,"19 km SE of Go?lp?ra, India",earthquake,9,11.3,0.183,9,reviewed,us,us
2015-06-28T01:05:28.560Z,26.6384,90.41,26,5.1,mwb,,36,1.682,0.99,us,us10002m67,2022-07-31T15:28:46.020Z,"18 km N of B?sugaon, India",earthquake,6.7,1.8,0.083,14,reviewed,us,us
2015-05-25T15:59:02.060Z,22.1323,93.2059,53.29,4.5,mb,,246,5.261,0.48,us,us20002m1h,2015-07-29T01:35:43.040Z,"46 km SSE of Saiha, India",earthquake,19.9,12.7,0.222,6,reviewed,us,us
2015-04-27T12:35:53.930Z,26.8644,88.055,31.71,5.1,mb,,29,2.58,0.73,us,us200029k7,2022-07-31T02:18:01.136Z,"13 km ESE of Il?m, Nepal",earthquake,6.6,3.3,0.041,201,reviewed,us,us
2015-04-16T22:05:49.650Z,26.7924,92.7714,35,4.8,mb,,48,1.471,0.64,us,us20002763,2022-07-30T23:34:06.008Z,"11 km ESE of Rang?p?ra, India",earthquake,7.5,1.9,0.045,152,reviewed,us,us
2015-04-08T01:43:47.840Z,21.8203,89.5318,17.68,4.6,mb,,71,4.294,0.8,us,us200024wx,2015-06-16T01:00:32.040Z,"60 km SSW of Sarankhola, Bangladesh",earthquake,8.1,4.2,0.082,44,reviewed,us,us
2015-02-01T16:00:48.230Z,26.4166,93.3551,45.22,4.2,mb,,100,1.592,0.86,us,usc000tkr7,2022-07-27T22:11:33.935Z,"34 km SW of Bok?kh?t, India",earthquake,9.7,7.3,0.124,22,reviewed,us,us
2015-01-15T01:33:04.600Z,22.6215,92.6144,50.37,4.3,mb,,144,3.012,0.79,us,usc000tfx6,2015-04-20T15:34:40.040Z,"32 km SSW of Lunglei, India",earthquake,9.6,8.6,0.133,17,reviewed,us,us
2015-01-05T15:39:33.240Z,24.257,93.6863,61.69,4.2,mb,,171,2.112,0.83,us,usc000th5a,2015-03-27T07:02:01.040Z,"8 km S of Chur?ch?ndpur, India",earthquake,17.2,6,0.371,6,reviewed,us,us
2014-12-31T16:12:02.950Z,21.9688,93.3698,57.44,4.5,mb,,69,3.84,0.68,us,usc000taym,2015-03-17T02:38:27.040Z,"70 km SE of Saiha, India",earthquake,8.4,6.5,0.099,30,reviewed,us,us
2014-12-29T17:26:57.600Z,26.2946,91.6204,45.02,4,mb,,131,0.755,0.68,us,usc000taqh,2022-07-27T11:58:39.837Z,"10 km ENE of H?jo, India",earthquake,8.8,4.9,0.13,16,reviewed,us,us
2014-12-22T23:24:48.140Z,22.4184,93.0824,48.25,4.4,mb,,107,3.328,0.61,us,usc000t9ae,2015-03-06T02:59:11.040Z,"13 km SE of Saiha, India",earthquake,10.8,9,0.143,15,reviewed,us,us
2014-12-04T23:53:51.870Z,26.886,92.6206,53.1,4.6,mb,,61,1.482,0.73,us,usc000t3w5,2022-07-27T09:35:33.509Z,"7 km NW of Rang?p?ra, India",earthquake,4.4,6.5,0.047,136,reviewed,us,us
2014-11-21T16:11:16.370Z,23.5043,93.5255,67.72,4.6,mb,,122,2.555,0.69,us,usb000syke,2015-02-18T03:30:51.040Z,"42 km ENE of Khawhai, India",earthquake,11.2,8.3,0.108,28,reviewed,us,us
2014-11-20T22:45:24.230Z,23.4809,93.4722,63.57,4.1,mb,,138,2.545,0.53,us,usb000sye7,2015-02-18T03:30:48.040Z,"36 km ENE of Khawhai, India",earthquake,11.5,10.3,0.123,20,reviewed,us,us
2014-11-20T18:14:37.790Z,23.5081,93.5148,49,5.6,mwb,,10,2.546,0.78,us,usb000sybr,2022-07-27T08:17:12.248Z,"42 km ENE of Khawhai, India",earthquake,7.3,1.8,0.049,40,reviewed,us,us
2014-11-16T20:33:34.210Z,24.0419,93.581,60.62,4.3,mb,,156,2.182,0.82,us,usc000sxxk,2015-02-12T01:42:51.040Z,"33 km SSW of Chur?ch?ndpur, India",earthquake,13.3,9.6,0.187,13,reviewed,us,us
2014-09-15T08:19:25.760Z,20.5933,92.9736,10,4.5,mb,,170,5.056,0.82,us,usb000sfwp,2014-12-08T23:31:01.040Z,"50 km N of Sittwe, Myanmar",earthquake,10.8,1.8,0.22,7,reviewed,us,us
2014-09-12T07:56:41.570Z,25.6524,89.9947,15,4.1,mb,,132,1.682,0.68,us,usb000sf6i,2014-12-08T23:30:57.040Z,"18 km NE of Mank?char, India",earthquake,6,6.4,0.174,10,reviewed,us,us
2014-09-09T09:28:22.190Z,22.1989,93.244,10,5.4,mwb,,24,3.585,0.87,us,usb000samy,2022-07-27T01:19:59.293Z,"42 km SE of Saiha, India",earthquake,7.2,1.7,0.089,12,reviewed,us,us
2014-08-17T20:34:32.440Z,23.6717,91.4071,38,4.1,mb,,111,1.93,1.14,us,usc000s7yq,2014-11-15T04:07:13.000Z,"7 km NE of Barjala, India",earthquake,,7.1,0.213,8,reviewed,us,us
2014-07-22T23:35:15.370Z,26.2364,89.5355,14.91,4,mb,,146,2.193,1.26,us,usb000rwbx,2014-10-17T21:12:15.000Z,"13 km SE of Koch Bih?r, India",earthquake,,5.2,0.156,16,reviewed,us,us
2014-07-22T22:58:29.150Z,26.0259,89.5651,8.4,4.2,mb,,127,2.115,0.82,us,usb000rwbn,2014-10-17T21:12:15.000Z,"14 km WNW of Nageswari, Bangladesh",earthquake,,3.4,0.104,38,reviewed,us,us
2014-07-22T20:54:41.200Z,26.0035,89.7033,16.03,4.3,mb,,147,1.988,0.8,us,usb000rz7m,2014-10-17T21:12:15.000Z,"4 km NNE of Nageswari, Bangladesh",earthquake,,3.5,0.169,11,reviewed,us,us
2014-07-20T06:51:01.350Z,21.7702,93.5718,54.58,4.5,mb,,193,4.093,0.8,us,usb000rz2i,2014-10-17T21:12:11.000Z,"96 km S of Hakha, Myanmar",earthquake,,10.6,0.156,12,reviewed,us,us
2014-06-14T05:24:27.440Z,26.8748,92.5167,10,4.3,mb,,91,3.072,1.21,us,usc000rfff,2014-09-12T15:47:28.000Z,"15 km WNW of Rang?p?ra, India",earthquake,,1.9,0.142,18,reviewed,us,us
2014-06-09T17:40:23.230Z,24.1878,91.5293,31.79,4.1,mb,,127,1.404,0.78,us,usc000rn31,2014-08-30T17:02:54.000Z,"13 km NNW of Khowai, India",earthquake,,5.8,0.158,11,reviewed,us,us
2014-06-04T07:20:14.170Z,22.5351,93.3926,55.25,4.6,mb,,67,1.623,0.59,us,usc000rarb,2014-08-30T17:02:56.000Z,"25 km WSW of Hakha, Myanmar",earthquake,,6.1,0.071,60,reviewed,us,us
2014-05-30T06:37:48.980Z,26.5567,90.227,10,4,mb,,146,1.766,1.15,us,usc000rgqv,2014-08-26T01:21:04.000Z,"17 km NNW of Kokrajhar, India",earthquake,,1.9,0.129,16,reviewed,us,us
2014-05-18T19:33:55.750Z,26.4109,92.9493,52.02,4.2,mb,,86,1.294,1.14,us,usb000qtv9,2014-08-09T02:53:48.000Z,"28 km SSE of Tezpur, India",earthquake,,9.4,0.236,5,reviewed,us,us
2014-04-04T06:57:43.460Z,23.0504,93.1676,41.45,4.2,mb,,102,1.454,1.24,us,usc000p4ip,2014-06-11T06:06:07.000Z,"13 km SE of North Vanlaiphai, India",earthquake,,8,0.125,20,reviewed,us,us
2014-04-01T17:45:04.700Z,26.2313,92.9947,41.23,4.4,mb,,78,3.746,0.96,us,usc000nz4i,2014-05-29T23:32:12.000Z,"28 km NNE of Hoj?i, India",earthquake,,8.1,0.082,47,reviewed,us,us
2014-02-28T13:11:30.330Z,23.7432,91.3541,37.8,3.9,mb,,140,1.093,0.64,us,usb000mywm,2014-05-13T21:36:45.000Z,"10 km S of R?n?r B?z?r, India",earthquake,,3.3,0.193,7,reviewed,us,us
2014-02-23T17:04:52.940Z,27.013,92.5521,53.66,4.4,mb,,67,1.57,0.96,us,usc000mx12,2022-07-26T07:57:52.238Z,"22 km NNW of Rang?p?ra, India",earthquake,,7,0.091,35,reviewed,us,us
2014-02-14T13:10:45.380Z,24.4221,89.4984,14.43,4.2,mb,,151,2.424,1.23,us,usb000my4j,2014-04-30T21:18:20.000Z,"21 km W of Sirajganj, Bangladesh",earthquake,,4.8,0.167,10,reviewed,us,us
2014-01-20T13:18:26.930Z,22.1231,92.7127,32.08,4.1,mb,,124,1.133,0.43,us,usc000mi0d,2014-03-22T00:05:26.000Z,"49 km SW of Saiha, India",earthquake,,5.8,0.37,2,reviewed,us,us
2013-12-30T09:44:13.340Z,24.1788,93.1207,38.13,4.2,mb,,113,1.797,0.41,us,usb000m2pi,2014-02-28T08:44:13.000Z,"27 km NE of Darlawn, India",earthquake,,5.7,0.215,,reviewed,us,us
2013-12-04T13:05:19.880Z,26.5885,89.5628,13.6,4.7,mb,,73,2.299,0.87,us,usb000lb7b,2022-07-26T02:59:33.636Z,"12 km NNE of Al?pur Du?r, India",earthquake,,2,0.076,,reviewed,us,us
2013-11-06T04:19:20.640Z,26.3701,93.5345,46.84,4.8,mb,,57,1.709,0.88,us,usb000kylc,2014-01-17T00:29:09.000Z,"30 km SSW of Bok?kh?t, India",earthquake,,7.3,0.121,,reviewed,us,us
2013-11-06T04:16:16.060Z,26.4118,93.6451,34.32,5.4,mb,,25,1.816,0.96,us,usb000ktbm,2022-07-26T01:04:27.812Z,"24 km SSW of Num?ligarh, India",earthquake,,2.4,0.045,,reviewed,us,us
2013-10-07T20:53:58.620Z,26.2602,92.9225,7.87,4.2,mb,,64,1.183,1.04,us,usb000kdfs,2013-12-19T02:51:38.000Z,"29 km NNE of Hoj?i, India",earthquake,,4.7,0.175,,reviewed,us,us
2013-09-26T05:30:05.660Z,23.8621,93.2795,55.92,4.6,mb,,162,6.127,0.58,us,usb000k60p,2013-12-13T09:00:33.000Z,"39 km ESE of Darlawn, India",earthquake,,7.7,0.146,,reviewed,us,us
2013-08-21T08:41:51.110Z,26.6379,92.5235,53.17,4.2,mb,,98,1.223,0.93,us,usb000j81c,2013-10-25T20:09:27.000Z,"8 km SSE of Dhekiajuli, India",earthquake,,8.4,0.159,,reviewed,us,us
2013-08-21T06:57:21.490Z,26.6306,92.5269,54.4,4.2,mb,,87,1.219,1.13,us,usb000j80x,2013-10-25T20:09:26.000Z,"9 km SSE of Dhekiajuli, India",earthquake,,8,0.152,,reviewed,us,us
2013-08-06T18:36:30.500Z,23.3104,88.4902,35.88,4.5,mb,,112,3.802,0.76,us,usb000j2w5,2020-07-10T18:14:55.244Z,"9 km NE of Sh?ntipur, India",earthquake,,8.6,0.383,,reviewed,us,us
2013-07-12T07:01:32.200Z,26.267,90.7,48.2,4.1,mb,12,166,,0.63,us,usp000k1xk,2014-11-07T01:51:15.636Z,"6 km SSE of Abhay?puri, India",earthquake,,13.3,,8,reviewed,us,us
2013-07-08T03:44:20.050Z,23.84,91.359,10.1,4.1,mb,19,100,,1.15,us,usp000k1tj,2014-11-07T01:51:14.269Z,"0 km NW of R?n?r B?z?r, India",earthquake,,5.4,,12,reviewed,us,us
2013-07-06T21:41:53.420Z,25.937,93.412,48.9,4.1,mb,14,113,,0.55,us,usp000k1s8,2014-11-07T01:51:14.019Z,"10 km N of Diphu, India",earthquake,,5.7,,4,reviewed,us,us
2013-06-01T13:28:53.880Z,22.02,88.572,10,4.1,mb,21,102,,1,us,usb000hbd2,2022-07-25T04:14:50.015Z,"22 km NE of Kultali, India",earthquake,,,,16,reviewed,us,us
